=== 语义排序结果体验 ===
算法: sorted_hybrid_tsp_opt_5000.txt
单词总数: 5000
【核心性能与质量指标】
- 排序计算耗时: 247.465 ms
- 平均相邻汉明距离: 703.48 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 940 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 4998
--------------------------------------------------

00001. handshake          (起点)
00128. Harvard University (相邻汉明距离: 784)
00129. champaign          (相邻汉明距离: 684)
00130. Iowa               (相邻汉明距离: 681)
00131. cornfield          (相邻汉明距离: 689)
00132. satyr              (相邻汉明距离: 759)
00133. flyleaf            (相邻汉明距离: 714)
00134. fluffy             (相邻汉明距离: 642)
00135. villous            (相邻汉明距离: 710)
00136. historic voyage    (相邻汉明距离: 810)
00137. navel              (相邻汉明距离: 734)
00138. caravanserai       (相邻汉明距离: 723)
00139. dockyard           (相邻汉明距离: 758)
00140. cityscape          (相邻汉明距离: 769)
00141. cul-de-sac         (相邻汉明距离: 676)
00142. burie              (相邻汉明距离: 694)
00143. lair               (相邻汉明距离: 734)
00144. lesser             (相邻汉明距离: 664)
00145. few                (相邻汉明距离: 614)
00146. fawn               (相邻汉明距离: 642)
00147. fagot              (相邻汉明距离: 679)
00148. fracas             (相邻汉明距离: 677)
00149. contra             (相邻汉明距离: 589)
00150. factor             (相邻汉明距离: 557)
00151. downward           (相邻汉明距离: 697)
00152. drop by            (相邻汉明距离: 665)
00153. deprive... of      (相邻汉明距离: 721)
00154. condemn sb. to do sth. (相邻汉明距离: 699)
00155. convince sb. of sth (相邻汉明距离: 615)
00156. connivance         (相邻汉明距离: 645)
00157. connotation        (相邻汉明距离: 621)
00158. concoction         (相邻汉明距离: 639)
00159. concentration      (相邻汉明距离: 591)
00160. concentrated       (相邻汉明距离: 347)
00161. crease             (相邻汉明距离: 592)
00162. entre              (相邻汉明距离: 541)
00163. entry              (相邻汉明距离: 466)
00164. label              (相邻汉明距离: 582)
00165. view               (相邻汉明距离: 628)
00166. quire              (相邻汉明距离: 629)
00167. desired            (相邻汉明距离: 516)
00168. ensemble           (相邻汉明距离: 588)
00169. extent             (相邻汉明距离: 552)
00170. ment               (相邻汉明距离: 452)
00171. man                (相邻汉明距离: 508)
00172. hauteur            (相邻汉明距离: 661)
00173. domination         (相邻汉明距离: 734)
00174. complement         (相邻汉明距离: 720)
00175. compunction        (相邻汉明距离: 650)
00176. hypocrisy          (相邻汉明距离: 657)
00177. hyperbole          (相邻汉明距离: 587)
00178. euphemism          (相邻汉明距离: 667)
00179. emolument          (相邻汉明距离: 720)
00180. disembarkation     (相邻汉明距离: 740)
00181. debark             (相邻汉明距离: 627)
00182. deplete            (相邻汉明距离: 690)
00183. decongestant       (相邻汉明距离: 711)
00184. salicylic acid     (相邻汉明距离: 729)
00185. elementary         (相邻汉明距离: 784)
00186. floppy             (相邻汉明距离: 735)
00187. favorite           (相邻汉明距离: 647)
00188. fortune            (相邻汉明距离: 474)
00189. charge             (相邻汉明距离: 550)
00190. retch              (相邻汉明距离: 590)
00191. infinity           (相邻汉明距离: 613)
00192. super              (相邻汉明距离: 600)
00193. contrast           (相邻汉明距离: 669)
00194. junction           (相邻汉明距离: 567)
00195. conjunction        (相邻汉明距离: 463)
00196. correspond with    (相邻汉明距离: 665)
00197. constantly         (相邻汉明距离: 691)
00198. markedly           (相邻汉明距离: 671)
00199. conspicuously      (相邻汉明距离: 625)
00200. conception         (相邻汉明距离: 756)
00201. confrontation      (相邻汉明距离: 697)
00202. confront           (相邻汉明距离: 295)
00203. interfere          (相邻汉明距离: 680)
00204. imbue              (相邻汉明距离: 686)
00205. hard-working       (相邻汉明距离: 764)
00206. conscious          (相邻汉明距离: 656)
00207. cue                (相邻汉明距离: 617)
00208. cox                (相邻汉明距离: 562)
00209. Santa              (相邻汉明距离: 617)
00210. heart              (相邻汉明距离: 628)
00211. checker            (相邻汉明距离: 559)
00212. check              (相邻汉明距离: 256)
00213. fake               (相邻汉明距离: 584)
00214. icky               (相邻汉明距离: 594)
00215. Ignor              (相邻汉明距离: 694)
00216. disregard          (相邻汉明距离: 642)
00217. discouraging       (相邻汉明距离: 605)
00218. disciplined        (相邻汉明距离: 601)
00219. conciseness        (相邻汉明距离: 696)
00220. conclusively       (相邻汉明距离: 627)
00221. indefinitely       (相邻汉明距离: 676)
00222. decide on          (相邻汉明距离: 698)
00223. dedicate           (相邻汉明距离: 696)
00224. declarative        (相邻汉明距离: 671)
00225. contrary to        (相邻汉明距离: 775)
00226. go over sth        (相邻汉明距离: 766)
00227. run an errand for... (相邻汉明距离: 714)
00228. deliver over up to (相邻汉明距离: 711)
00229. direct access      (相邻汉明距离: 764)
00230. compressible       (相邻汉明距离: 738)
00231. frangible          (相邻汉明距离: 686)
00232. flexibly           (相邻汉明距离: 602)
00233. fiercely           (相邻汉明距离: 655)
00234. catch the fancy of (相邻汉明距离: 675)
00235. correctly          (相邻汉明距离: 716)
00236. enter              (相邻汉明距离: 650)
00237. input              (相邻汉明距离: 497)
00238. chair              (相邻汉明距离: 585)
00239. equip              (相邻汉明距离: 596)
00240. defender           (相邻汉明距离: 683)
00241. freighter          (相邻汉明距离: 711)
00242. cruiser            (相邻汉明距离: 639)
00243. coupler            (相邻汉明距离: 726)
00244. clasp              (相邻汉明距离: 706)
00245. ease off           (相邻汉明距离: 747)
00246. foil               (相邻汉明距离: 681)
00247. FM                 (相邻汉明距离: 606)
00248. Feder              (相邻汉明距离: 635)
00249. Adonis             (相邻汉明距离: 743)
00250. Harris             (相邻汉明距离: 696)
00251. Johnson            (相邻汉明距离: 629)
00252. fetch              (相邻汉明距离: 681)
00253. Internet           (相邻汉明距离: 714)
00254. IE                 (相邻汉明距离: 530)
00255. I.Q.               (相邻汉明距离: 620)
00256. IV                 (相邻汉明距离: 614)
00257. inclusive          (相邻汉明距离: 593)
00258. favor              (相邻汉明距离: 558)
00259. maybe              (相邻汉明距离: 586)
00260. credible           (相邻汉明距离: 588)
00261. lister             (相邻汉明距离: 700)
00262. LS                 (相邻汉明距离: 602)
00263. LES                (相邻汉明距离: 350)
00264. etc                (相邻汉明距离: 396)
00265. HY                 (相邻汉明距离: 579)
00266. da                 (相邻汉明距离: 597)
00267. dos                (相邻汉明距离: 500)
00268. did                (相邻汉明距离: 434)
00269. done               (相邻汉明距离: 418)
00270. drop               (相邻汉明距离: 587)
00271. disconnection      (相邻汉明距离: 681)
00272. diskless           (相邻汉明距离: 626)
00273. disciple           (相邻汉明距离: 711)
00274. confide in         (相邻汉明距离: 767)
00275. insecurity         (相邻汉明距离: 753)
00276. distrust           (相邻汉明距离: 662)
00277. distant            (相邻汉明距离: 629)
00278. distinctly         (相邻汉明距离: 610)
00279. disdainful         (相邻汉明距离: 693)
00280. dysfunctional      (相邻汉明距离: 673)
00281. defy               (相邻汉明距离: 698)
00282. deflection         (相邻汉明距离: 530)
00283. edifice            (相邻汉明距离: 716)
00284. dome               (相邻汉明距离: 676)
00285. dossier            (相邻汉明距离: 672)
00286. dilatory           (相邻汉明距离: 719)
00287. diligently         (相邻汉明距离: 557)
00288. busily             (相邻汉明距离: 601)
00289. correlate with...  (相邻汉明距离: 758)
00290. compare with...    (相邻汉明距离: 690)
00291. equalization       (相邻汉明距离: 747)
00292. electrocution      (相邻汉明距离: 751)
00293. executioner        (相邻汉明距离: 765)
00294. exile              (相邻汉明距离: 713)
00295. desalinize         (相邻汉明距离: 777)
00296. drain away         (相邻汉明距离: 689)
00297. eject              (相邻汉明距离: 702)
00298. check out          (相邻汉明距离: 715)
00299. do out             (相邻汉明距离: 684)
00300. docks              (相邻汉明距离: 716)
00301. Helsinki           (相邻汉明距离: 783)
00302. Israel             (相邻汉明距离: 718)
00303. Iraq               (相邻汉明距离: 572)
00304. Haiti              (相邻汉明距离: 573)
00305. continental        (相邻汉明距离: 598)
00306. mahogany           (相邻汉明距离: 715)
00307. highlight          (相邻汉明距离: 723)
00308. critically         (相邻汉明距离: 667)
00309. conclusive         (相邻汉明距离: 652)
00310. concurrence        (相邻汉明距离: 588)
00311. confirmation       (相邻汉明距离: 596)
00312. confirm            (相邻汉明距离: 269)
00313. exist              (相邻汉明距离: 531)
00314. every              (相邻汉明距离: 534)
00315. ever               (相邻汉明距离: 429)
00316. evaluate           (相邻汉明距离: 516)
00317. consider           (相邻汉明距离: 548)
00318. compute            (相邻汉明距离: 549)
00319. duplicate          (相邻汉明距离: 655)
00320. element            (相邻汉明距离: 646)
00321. egg                (相邻汉明距离: 605)
00322. ere                (相邻汉明距离: 535)
00323. except             (相邻汉明距离: 529)
00324. expected           (相邻汉明距离: 514)
00325. extend             (相邻汉明距离: 518)
00326. elongate           (相邻汉明距离: 593)
00327. Lynne              (相邻汉明距离: 765)
00328. Irene              (相邻汉明距离: 631)
00329. Sicily             (相邻汉明距离: 707)
00330. Greenland          (相邻汉明距离: 601)
00331. Iran               (相邻汉明距离: 698)
00332. interval           (相邻汉明距离: 673)
00333. format             (相邻汉明距离: 631)
00334. creator            (相邻汉明距离: 673)
00335. everyone           (相邻汉明距离: 629)
00336. face               (相邻汉明距离: 587)
00337. foot               (相邻汉明距离: 602)
00338. bye                (相邻汉明距离: 658)
00339. dismay             (相邻汉明距离: 679)
00340. dissuasion         (相邻汉明距离: 628)
00341. dissent            (相邻汉明距离: 580)
00342. deny sth. to sb.   (相邻汉明距离: 695)
00343. do with            (相邻汉明距离: 681)
00344. feel like doing sth. (相邻汉明距离: 646)
00345. fall in love with sb. (相邻汉明距离: 728)
00346. despondent         (相邻汉明距离: 812)
00347. disheartened       (相邻汉明距离: 544)
00348. disgustful         (相邻汉明距离: 645)
00349. jocose             (相邻汉明距离: 756)
00350. jam                (相邻汉明距离: 612)
00351. dad                (相邻汉明距离: 567)
00352. dot                (相邻汉明距离: 510)
00353. ensure             (相邻汉明距离: 624)
00354. constant           (相邻汉明距离: 531)
00355. consistent         (相邻汉明距离: 420)
00356. confidence         (相邻汉明距离: 498)
00357. condition          (相邻汉明距离: 524)
00358. healthy            (相邻汉明距离: 597)
00359. hue                (相邻汉明距离: 559)
00360. fen                (相邻汉明距离: 508)
00361. ecstatic           (相邻汉明距离: 641)
00362. cynic              (相邻汉明距离: 700)
00363. creditable         (相邻汉明距离: 731)
00364. counterfeit        (相邻汉明距离: 735)
00365. insincere          (相邻汉明距离: 691)
00366. inconsistency      (相邻汉明距离: 660)
00367. inadequate         (相邻汉明距离: 623)
00368. irrelevant         (相邻汉明距离: 677)
00369. dummy instruction  (相邻汉明距离: 730)
00370. damp               (相邻汉明距离: 658)
00371. dandified          (相邻汉明距离: 639)
00372. duff               (相邻汉明距离: 675)
00373. dope               (相邻汉明距离: 637)
00374. doodle             (相邻汉明距离: 672)
00375. drow               (相邻汉明距离: 556)
00376. dusk               (相邻汉明距离: 633)
00377. dusky              (相邻汉明距离: 497)
00378. dully              (相邻汉明距离: 559)
00379. doubly             (相邻汉明距离: 574)
00380. diction            (相邻汉明距离: 652)
00381. disk               (相邻汉明距离: 712)
00382. connector          (相邻汉明距离: 596)
00383. connected          (相邻汉明距离: 395)
00384. message            (相邻汉明距离: 622)
00385. header             (相邻汉明距离: 624)
00386. haven              (相邻汉明距离: 625)
00387. Okay               (相邻汉明距离: 629)
00388. known              (相邻汉明距离: 523)
00389. confirmed          (相邻汉明距离: 511)
00390. conform            (相邻汉明距离: 596)
00391. confidentially     (相邻汉明距离: 651)
00392. constancy          (相邻汉明距离: 737)
00393. constellation      (相邻汉明距离: 589)
00394. cow                (相邻汉明距离: 697)
00395. ewe                (相邻汉明距离: 569)
00396. Ins                (相邻汉明距离: 660)
00397. filled             (相邻汉明距离: 599)
00398. fill               (相邻汉明距离: 277)
00399. fulfil             (相邻汉明距离: 629)
00400. fertiliser         (相邻汉明距离: 678)
00401. fertilize          (相邻汉明距离: 453)
00402. fecund             (相邻汉明距离: 647)
00403. FECT               (相邻汉明距离: 588)
00404. fact               (相邻汉明距离: 623)
00405. factually          (相邻汉明距离: 478)
00406. fictitious         (相邻汉明距离: 648)
00407. fossil fuel        (相邻汉明距离: 705)
00408. feed in            (相邻汉明距离: 754)
00409. feed someone dinner (相邻汉明距离: 469)
00410. drink water        (相邻汉明距离: 817)
00411. consumption        (相邻汉明距离: 765)
00412. conspectus         (相邻汉明距离: 654)
00413. constrained        (相邻汉明距离: 659)
00414. conference         (相邻汉明距离: 713)
00415. faculty            (相邻汉明距离: 652)
00416. earning            (相邻汉明距离: 612)
00417. entertainment      (相邻汉明距离: 661)
00418. entail             (相邻汉明距离: 670)
00419. entice             (相邻汉明距离: 581)
00420. even               (相邻汉明距离: 658)
00421. ess                (相邻汉明距离: 394)
00422. exp                (相邻汉明距离: 542)
00423. effort             (相邻汉明距离: 697)
00424. excitement         (相邻汉明距离: 685)
00425. delightfully       (相邻汉明距离: 716)
00426. complaisant        (相邻汉明距离: 608)
00427. curiously          (相邻汉明距离: 675)
00428. disturbingly       (相邻汉明距离: 658)
00429. distract           (相邻汉明距离: 535)
00430. derangement        (相邻汉明距离: 686)
00431. deconcentration    (相邻汉明距离: 682)
00432. concordant         (相邻汉明距离: 633)
00433. concentric         (相邻汉明距离: 517)
00434. encircle           (相邻汉明距离: 664)
00435. enfold             (相邻汉明距离: 706)
00436. elation            (相邻汉明距离: 676)
00437. eradication        (相邻汉明距离: 721)
00438. erection           (相邻汉明距离: 692)
00439. connubial          (相邻汉明距离: 748)
00440. conceivably        (相邻汉明距离: 753)
00441. estimable          (相邻汉明距离: 603)
00442. competent          (相邻汉明距离: 640)
00443. expert in          (相邻汉明距离: 664)
00444. deepen             (相邻汉明距离: 754)
00445. dripping           (相邻汉明距离: 746)
00446. exude              (相邻汉明距离: 750)
00447. exclusion          (相邻汉明距离: 655)
00448. compatibility      (相邻汉明距离: 712)
00449. discommode         (相邻汉明距离: 696)
00450. discomposure       (相邻汉明距离: 518)
00451. discouragement     (相邻汉明距离: 611)
00452. dispirited         (相邻汉明距离: 549)
00453. dolorous           (相邻汉明距离: 706)
00454. dullness           (相邻汉明距离: 651)
00455. deteriorate        (相邻汉明距离: 697)
00456. depreciate         (相邻汉明距离: 519)
00457. devaluation        (相邻汉明距离: 594)
00458. evaluation         (相邻汉明距离: 727)
00459. earn               (相邻汉明距离: 639)
00460. ennui              (相邻汉明距离: 666)
00461. eccentric          (相邻汉明距离: 673)
00462. exotic             (相邻汉明距离: 677)
00463. scorpion           (相邻汉明距离: 693)
00464. Horr               (相邻汉明距离: 739)
00465. hunch              (相邻汉明距离: 685)
00466. happiness          (相邻汉明距离: 680)
00467. hasty              (相邻汉明距离: 631)
00468. hardy              (相邻汉明距离: 623)
00469. conveniently       (相邻汉明距离: 730)
00470. contrivance        (相邻汉明距离: 634)
00471. conjoin            (相邻汉明距离: 660)
00472. conjugate          (相邻汉明距离: 494)
00473. confluence         (相邻汉明距离: 641)
00474. conventional       (相邻汉明距离: 689)
00475. condense           (相邻汉明距离: 678)
00476. extortion          (相邻汉明距离: 719)
00477. exorable           (相邻汉明距离: 660)
00478. dexterous in       (相邻汉明距离: 646)
00479. ductile            (相邻汉明距离: 680)
00480. robust             (相邻汉明距离: 684)
00481. minimal            (相邻汉明距离: 690)
00482. regrettably        (相邻汉明距离: 690)
00483. correspondingly    (相邻汉明距离: 629)
00484. by comparison      (相邻汉明距离: 705)
00485. characteristic of... (相邻汉明距离: 770)
00486. incommode          (相邻汉明距离: 789)
00487. inherited          (相邻汉明距离: 691)
00488. discover           (相邻汉明距离: 729)
00489. applyfor           (相邻汉明距离: 716)
00490. cry out (for)      (相邻汉明距离: 755)
00491. cry out            (相邻汉明距离: 284)
00492. rupture            (相邻汉明距离: 748)
00493. hemorrhage         (相邻汉明距离: 643)
00494. limb               (相邻汉明距离: 747)
00495. limber             (相邻汉明距离: 546)
00496. finger-licking     (相邻汉明距离: 733)
00497. ringer             (相邻汉明距离: 708)
00498. scorcher           (相邻汉明距离: 703)
00499. heckler            (相邻汉明距离: 709)
00500. black              (相邻汉明距离: 765)
00501. fight              (相邻汉明距离: 653)
00502. ferocity           (相邻汉明距离: 645)
00503. Hades              (相邻汉明距离: 742)
00504. majestic           (相邻汉明距离: 751)
00505. dominate           (相邻汉明距离: 700)
00506. domestically       (相邻汉明距离: 640)
00507. I'm afraid...      (相邻汉明距离: 863)
00508. fearless           (相邻汉明距离: 622)
00509. conscientious      (相邻汉明距离: 666)
00510. conservative       (相邻汉明距离: 646)
00511. councilor          (相邻汉明距离: 721)
00512. demonstrator       (相邻汉明距离: 730)
00513. consignor          (相邻汉明距离: 711)
00514. deny someone something (相邻汉明距离: 725)
00515. revocation         (相邻汉明距离: 705)
00516. renounce           (相邻汉明距离: 568)
00517. foregoing          (相邻汉明距离: 632)
00518. forebode           (相邻汉明距离: 607)
00519. foresee            (相邻汉明距离: 455)
00520. look forward       (相邻汉明距离: 503)
00521. introduce          (相邻汉明距离: 773)
00522. draw lots          (相邻汉明距离: 808)
00523. drew               (相邻汉明距离: 650)
00524. draughty           (相邻汉明距离: 639)
00525. chained            (相邻汉明距离: 709)
00526. charger            (相邻汉明距离: 716)
00527. chase up           (相邻汉明距离: 736)
00528. lay up             (相邻汉明距离: 744)
00529. get lost           (相邻汉明距离: 752)
00530. get back to... from (相邻汉明距离: 767)
00531. retard             (相邻汉明距离: 661)
00532. contrary           (相邻汉明距离: 691)
00533. compare...to       (相邻汉明距离: 630)
00534. rock-hard          (相邻汉明距离: 755)
00535. rocks              (相邻汉明距离: 528)
00536. fountain pen       (相邻汉明距离: 826)
00537. floodlight         (相邻汉明距离: 773)
00538. fluent             (相邻汉明距离: 690)
00539. flow               (相邻汉明距离: 628)
00540. fork               (相邻汉明距离: 595)
00541. forger             (相邻汉明距离: 660)
00542. fetter             (相邻汉明距离: 730)
00543. fidget             (相邻汉明距离: 678)
00544. fiddling           (相邻汉明距离: 490)
00545. fancier            (相邻汉明距离: 641)
00546. fanciful           (相邻汉明距离: 438)
00547. fascinating        (相邻汉明距离: 578)
00548. facile             (相邻汉明距离: 620)
00549. licit              (相邻汉明距离: 642)
00550. fee                (相邻汉明距离: 625)
00551. fosse              (相邻汉明距离: 646)
00552. foully             (相邻汉明距离: 643)
00553. fruitfully         (相邻汉明距离: 662)
00554. fragmentary        (相邻汉明距离: 655)
00555. cryptic            (相邻汉明距离: 641)
00556. efficacious        (相邻汉明距离: 722)
00557. fend off           (相邻汉明距离: 721)
00558. effervesce         (相邻汉明距离: 721)
00559. reflux             (相邻汉明距离: 658)
00560. ejaculate          (相邻汉明距离: 747)
00561. excrete            (相邻汉明距离: 658)
00562. exceedingly        (相邻汉明距离: 704)
00563. expose to          (相邻汉明距离: 677)
00564. exoneration        (相邻汉明距离: 734)
00565. disencumber        (相邻汉明距离: 646)
00566. desecrated         (相邻汉明距离: 669)
00567. demeanor           (相邻汉明距离: 703)
00568. condescension      (相邻汉明距离: 656)
00569. condemn sb. to sth. (相邻汉明距离: 633)
00570. fool sb into doing sth (相邻汉明距离: 707)
00571. face up to sth     (相邻汉明距离: 747)
00572. expect sth. of sb. (相邻汉明距离: 633)
00573. make sth of        (相邻汉明距离: 497)
00574. make sth. out of   (相邻汉明距离: 424)
00575. make short work of (相邻汉明距离: 721)
00576. midget             (相邻汉明距离: 720)
00577. M.P.               (相邻汉明距离: 711)
00578. chara              (相邻汉明距离: 699)
00579. else               (相邻汉明距离: 726)
00580. compare to         (相邻汉明距离: 674)
00581. fairly             (相邻汉明距离: 706)
00582. far from           (相邻汉明距离: 713)
00583. forsake            (相邻汉明距离: 683)
00584. discourteous       (相邻汉明距离: 688)
00585. dutifully          (相邻汉明距离: 691)
00586. dedication         (相邻汉明距离: 675)
00587. deque              (相邻汉明距离: 739)
00588. deploy             (相邻汉明距离: 657)
00589. dispose            (相邻汉明距离: 631)
00590. disposed           (相邻汉明距离: 328)
00591. dirty              (相邻汉明距离: 545)
00592. intern             (相邻汉明距离: 623)
00593. missive            (相邻汉明距离: 591)
00594. rights             (相邻汉明距离: 622)
00595. rasher             (相邻汉明距离: 715)
00596. ruddy              (相邻汉明距离: 687)
00597. ruthless           (相邻汉明距离: 608)
00598. fretful            (相邻汉明距离: 666)
00599. fond               (相邻汉明距离: 648)
00600. fanatical          (相邻汉明距离: 651)
00601. get mad            (相邻汉明距离: 702)
00602. confide to         (相邻汉明距离: 736)
00603. modulate           (相邻汉明距离: 717)
00604. detonate           (相邻汉明距离: 731)
00605. disintegrate       (相邻汉明距离: 698)
00606. disunite           (相邻汉明距离: 554)
00607. disinclination     (相邻汉明距离: 662)
00608. get down           (相邻汉明距离: 757)
00609. down the street    (相邻汉明距离: 538)
00610. get close to       (相邻汉明距离: 765)
00611. get away           (相邻汉明距离: 696)
00612. forget about       (相邻汉明距离: 664)
00613. don't mind         (相邻汉明距离: 680)
00614. Have a nice time!  (相邻汉明距离: 719)
00615. Here's to your health. (相邻汉明距离: 651)
00616. hygienic           (相邻汉明距离: 768)
00617. cozy               (相邻汉明距离: 772)
00618. cool off           (相邻汉明距离: 618)
00619. conditioned        (相邻汉明距离: 728)
00620. definite           (相邻汉明距离: 658)
00621. default            (相邻汉明距离: 608)
00622. domain             (相邻汉明距离: 626)
00623. June               (相邻汉明距离: 755)
00624. Luke               (相邻汉明距离: 687)
00625. let                (相邻汉明距离: 584)
00626. dept.              (相邻汉明距离: 636)
00627. deed               (相邻汉明距离: 689)
00628. deacon             (相邻汉明距离: 684)
00629. degauss            (相邻汉明距离: 686)
00630. down -scale        (相邻汉明距离: 712)
00631. for real           (相邻汉明距离: 782)
00632. right then         (相邻汉明距离: 653)
00633. retrieve           (相邻汉明距离: 648)
00634. renewal            (相邻汉明距离: 665)
00635. follow-up          (相邻汉明距离: 667)
00636. supersystem        (相邻汉明距离: 739)
00637. chorus             (相邻汉明距离: 760)
00638. lustre             (相邻汉明距离: 730)
00639. flash out          (相邻汉明距离: 755)
00640. floormat           (相邻汉明距离: 748)
00641. computation        (相邻汉明距离: 806)
00642. connecting         (相邻汉明距离: 713)
00643. cop                (相邻汉明距离: 613)
00644. critical           (相邻汉明距离: 663)
00645. clumsy             (相邻汉明距离: 731)
